session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
3078,162,168,93,238,69,238,69,69,238,43,39
3079,81,624,238,69,52,43,9,528,70,45,39
3080,230,15,15,9,3,23,124,6,10,534,39
3081,36,51,36,92,157,120,36,3,3,36,39
3082,3,3,3,3332,2417,73,2417,5,77,36,39
3083,3,2417,92,157,3,36,3,92,3,230,39
3084,2,69,69,552,559,552,1283,69,559,1204,39
3085,31,69,2,59,3,31,3199,2,31,59,39
3086,59,3,136,3199,59,10,105,213,3,9,39
3087,2,51,24,37,24,66,49,9,70,45,39
3088,230,51,49,66,9,230,66,51,66,49,39
3089,66,49,51,9,66,49,49,66,49,66,39
3090,49,66,66,49,9,37,24,24,4,51,39
3091,244,66,49,66,49,66,49,9,66,66,39
3092,49,49,9,323,93,49,66,66,49,66,39
3093,49,49,51,244,9,210,210,244,37,24,39
3094,24,24,244,9,85,230,45,3,213,2,39
3095,23,9,516,516,31,516,516,516,9,51,39
3096,9,51,24,37,528,4,51,9,210,9,39
3097,238,69,238,69,238,69,624,244,323,36,39
3098,157,120,92,3,3,465,36,3,92,157,39
3099,36,299,36,3,92,299,36,36,92,3,39
3100,73,36,6,10,105,51,66,49,49,69,39
3101,49,49,66,66,49,66,49,9,37,24,39
3102,9,51,66,49,9,66,49,9,72,15,39
3103,2,86,142,54,62,86,3,9,2,24,39
3104,37,66,49,4,51,9,107,185,41,185,39
3105,70,229,307,52,2,9,82,15,3,50,39
3106,31,34,485,50,699,700,17,50,34,44,39
3107,18,34,131,5,50,34,230,50,34,34,39
3108,34,34,34,5,5,34,5,50,50,34,39
3109,267,34,50,358,17,18,50,34,5,273,39
3110,50,131,5,34,34,34,34,34,34,34,39
3111,34,34,34,34,34,34,95,34,34,34,39
3112,34,50,50,34,34,5,304,50,34,323,39
3113,3,10,27,21,4,66,49,6,66,49,39
3114,24,37,49,66,244,36,120,3,157,92,39
3115,73,3,36,36,92,3,157,36,92,36,39
3116,3,299,105,80,67,15,72,15,15,15,39
3117,15,67,50,50,31,34,699,700,485,50,39
3118,44,50,34,17,18,34,50,34,34,131,39
3119,594,5,31,50,5,757,34,50,34,34,39
3120,34,34,34,50,5,1695,356,508,34,356,39
3121,356,22,50,18,34,17,22,52,34,131,39
3122,356,5,34,356,508,757,4304,34,34,13,39
3123,3765,34,962,822,218,218,34,107,34,34,39
3124,34,34,34,46,34,34,34,34,34,34,39
3125,34,34,34,34,20,34,34,34,34,34,39
3126,34,34,50,34,267,34,358,50,18,50,39
3127,34,17,22,50,50,50,131,50,50,757,39
3128,34,273,5,21,27,30,3,9,10,33,39
3129,15,15,15,20,24,37,24,24,149,22,39
3130,39,356,356,3,9,23,6,10,356,51,39
3131,77,85,508,356,304,5,52,1104,124,50,39
3132,51,34,267,50,34,50,34,17,18,22,39
3133,50,34,131,5,50,34,273,50,6,20,39
3134,5,304,50,6,34,5,304,34,50,50,39
3135,51,34,34,131,13,193,50,80,9,50,39
3136,5,13,22,50,50,50,34,273,34,1295,39
3137,131,34,5,34,193,34,34,34,34,34,39
3138,34,34,34,50,267,34,50,131,50,273,39
3139,193,5,34,124,5,304,34,50,34,50,39
3140,34,131,50,34,50,131,34,34,5,34,39
3141,34,34,34,34,34,34,34,5,5,5,39
3142,34,34,34,34,34,34,50,50,34,267,39
3143,44,50,18,17,5,131,50,273,50,50,39
3144,267,34,358,50,18,17,131,50,50,273,39
3145,5,50,34,6,304,5,50,34,50,51,39
3146,34,304,5,50,50,443,5,768,733,1195,39
3147,507,38,443,113,1195,259,4825,443,733,204,39
3148,5,44,17,18,443,5,507,1101,307,517,39
3149,204,5,568,204,5,443,443,107,185,41,39
3150,41,52,52,41,185,41,70,82,85,10,39
3151,284,99,159,333,6,70,186,97,70,113,39
3152,141,141,454,45,70,70,1345,454,141,378,39
3153,454,378,736,70,229,454,378,141,378,378,39
3154,378,378,454,378,378,378,378,378,378,51,39
3155,378,378,156,378,378,378,378,378,378,378,39
3156,378,378,378,378,141,378,454,454,1345,454,39
3157,454,454,1345,454,454,454,454,99,454,454,39
3158,454,454,454,31,454,454,1345,229,24,37,39
3159,24,2,200,595,436,595,388,595,388,595,39
3160,189,189,200,436,189,1155,1941,388,189,1155,39
3161,189,3,2,9,388,189,189,436,200,388,39
3162,189,189,99,189,189,436,200,388,189,388,39
3163,51,189,5,189,18,436,200,17,388,200,39
3164,436,388,189,284,230,124,70,70,70,70,39
3165,736,39,70,254,70,70,70,45,41,70,39
3166,229,45,70,82,2,808,808,808,808,808,39
3167,808,95,22,5,108,90,118,2,391,4198,39
3168,2,2893,90,73,17,118,2893,102,18,108,39
3169,22,44,5,90,1263,298,5,102,2,118,39
3170,406,31,439,1423,1432,2830,1432,439,2829,1649,39
3171,2824,3000,4732,2827,2836,22,3213,2826,439,5,39
3172,1423,90,20,51,4,9,2,31,6,10,39
3173,534,124,9,210,15,72,2,1386,3410,3409,39
3174,1208,1290,1386,2762,1208,789,1290,2967,1290,2762,39
3175,2967,1290,1208,1208,1208,1208,1208,1290,1208,51,39
3176,323,24,37,24,3,2,9,51,2,3,39
3177,31,59,136,59,3,36,2,92,36,157,39
3178,3,15,299,3,73,36,141,9,2,2,39
3179,36,92,3,120,105,36,92,413,157,3,39
3180,36,1121,52,36,120,92,36,3,197,197,39
3181,197,3352,197,572,572,1088,197,197,51,9,39
3182,197,887,964,948,996,16,16,16,16,10,39
3183,16,16,16,16,16,105,16,16,16,16,39
3184,16,16,16,16,16,16,16,16,16,16,39
3185,16,16,16,16,16,16,16,16,16,16,39
3186,16,16,16,16,16,16,16,16,16,16,39
3187,16,16,16,16,16,16,16,16,16,16,39
3188,16,16,16,16,16,16,16,16,16,16,39
3189,16,16,16,16,16,16,16,16,16,16,39
3190,16,16,16,16,16,16,16,16,16,16,39
3191,16,16,16,16,16,16,16,16,16,16,39
3192,16,16,16,16,16,16,16,16,16,16,39
3193,16,16,16,16,16,16,16,16,16,16,39
3194,16,16,16,16,16,16,16,16,16,16,39
3195,16,16,16,16,16,16,16,16,16,16,39
3196,16,16,16,16,16,16,16,16,16,16,39
3197,16,16,16,16,16,16,16,16,16,16,39
3198,16,16,16,197,16,16,614,16,1077,614,39
3199,16,614,51,81,164,310,162,182,168,162,39
3200,168,61,9,81,43,93,93,93,93,93,39
3201,43,51,3,9,44,2,102,171,1181,249,39
3202,146,171,465,102,73,249,299,102,73,619,39
3203,73,102,18,146,2,17,102,249,171,6,39
3204,2590,22,146,171,102,5,53,3350,171,102,39
3205,1609,3618,1609,22,102,873,171,73,171,1609,39
3206,2637,171,102,2637,22,17,18,5,3785,53,39
3207,126,22,171,3626,2787,3658,2100,2787,73,2772,39
3208,22,18,17,5,126,53,22,20,37,24,39
3209,22,51,2,31,10,6,9,2,104,1448,39
3210,1448,3,104,1448,104,104,3,59,104,104,39
3211,104,104,1448,3,59,104,51,3,2,9,39
3212,51,9,24,37,24,323,2,4331,2,49,39
3213,69,49,49,2,49,66,141,113,9,51,39
3214,109,109,109,109,109,109,109,109,109,109,39
3215,109,109,109,109,109,109,109,109,109,109,39
3216,109,109,109,109,109,2,54,62,62,86,39
3217,142,54,2,86,54,142,777,54,86,2,39
3218,494,130,22,601,496,383,574,2,646,5,39
3219,52,651,646,52,646,67,130,53,1041,5,39
3220,646,3237,22,646,2,815,651,31,3237,815,39
3221,298,815,646,22,53,44,3,591,18,646,39
3222,815,67,17,815,5,943,5,20,37,24,39
3223,24,6,10,9,51,9,24,37,24,323,39
3224,49,66,72,15,2,3,15,52,646,591,39
3225,866,30,33,9,323,27,4,10,51,3,39
3226,21,2,104,22,59,6,59,3,44,18,39
3227,104,130,17,104,104,5,53,104,59,130,39
3228,22,104,3,53,18,136,104,130,17,44,39
3229,59,5,684,104,684,59,104,914,684,914,39
3230,20,2,847,274,226,2557,665,847,847,665,39
3231,847,20,3,2,10,6,37,24,2,643,39
3232,601,1311,44,574,496,6,2,2221,120,1311,39
3233,1183,2,120,130,2220,18,17,5,1311,53,39
3234,2816,3,67,3,1311,3,53,20,2,6,39
3235,10,49,66,49,66,49,66,49,66,49,39
3236,66,49,49,66,49,66,66,49,66,49,39
3237,80,492,15,72,15,15,37,24,15,15,39
3238,10,21,3,6,52,17,5,39,124,44,39
3239,311,210,2,888,1205,888,888,1205,303,552,39
3240,1034,409,303,31,812,303,409,552,812,2581,39
3241,349,1913,106,625,173,106,245,1159,173,173,39
3242,492,9,10,77,64,3,2,6,39,303,39
3243,303,812,128,87,214,303,303,1034,303,812,39
3244,812,409,303,1663,747,556,355,1034,303,812,39
3245,1869,303,409,812,303,409,812,107,185,41,39
3246,52,307,41,82,41,185,85,82,45,70,39
3247,45,45,99,70,70,70,736,333,159,230,39
3248,284,70,156,186,97,70,37,24,24,41,39
3249,70,229,82,230,95,492,21,10,51,6,39
3250,3,124,534,77,37,24,24,492,24,37,39
3251,72,15,2581,6,124,77,492,37,24,3311,39
3252,421,421,60,60,80,67,833,60,60,15,39
3253,72,15,67,15,15,2,141,113,2,31,39
3254,1423,439,2,1649,2255,2824,2830,2827,1423,439,39
3255,1432,2829,3000,59,2826,2836,3,1423,3213,22,39
3256,5,31,439,2,59,22,31,1423,4663,59,39
3257,107,36,120,67,59,36,3,92,36,3,39
3258,36,3,36,157,3,59,136,59,59,173,39
3259,5,59,36,36,858,758,67,453,645,211,39
3260,486,246,20,27,21,39,30,33,643,120,39
3261,1311,130,496,2,601,44,22,2221,574,1183,39
3262,130,2,2220,1311,496,643,5,120,17,53,39
3263,18,22,120,5,1311,3,15,3,2816,24,39
3264,37,24,646,494,496,383,601,574,651,646,39
3265,31,651,496,646,646,815,52,298,130,20,39
3266,815,5,646,53,3,591,1041,815,646,815,39
3267,22,44,3,18,22,53,17,943,5,646,39
3268,20,9,2,105,22,85,10,6,52,6,39
3269,66,49,66,49,39,254,9,197,197,197,39
3270,4892,197,197,887,964,948,197,197,996,16,39
3271,16,16,16,16,16,16,16,16,16,16,39
3272,16,16,16,16,16,16,16,16,16,16,39
3273,16,16,16,16,16,16,16,16,16,16,39
3274,16,16,16,16,16,16,16,16,16,16,39
3275,16,16,16,16,16,16,16,16,16,16,39
3276,16,16,16,16,16,16,16,16,16,16,39
3277,16,16,16,16,16,16,16,16,16,16,39
3278,16,16,16,16,16,16,16,16,16,16,39
3279,16,16,16,16,16,16,16,16,16,16,39
3280,16,16,16,16,16,16,16,16,16,16,39
3281,16,16,16,16,16,16,16,16,16,16,39
3282,16,16,16,16,16,16,16,16,16,16,39
3283,16,16,16,16,16,16,16,16,16,16,39
3284,16,16,16,16,16,16,16,16,16,16,39
3285,16,16,16,16,16,16,16,16,16,16,39
3286,16,16,16,16,16,16,16,16,16,16,39
3287,16,16,16,16,16,16,16,16,16,16,39
3288,16,16,16,16,16,16,16,16,16,16,39
3289,16,16,16,16,16,16,16,16,16,16,39
3290,16,16,16,16,16,16,16,16,16,197,39
3291,16,1077,614,16,16,614,66,49,9,24,39
3292,37,24,53,2,704,704,2155,53,53,22,39
3293,53,130,44,18,17,5,22,52,130,53,39
3294,53,9,22,53,2,6,81,164,182,162,39
3295,168,164,182,310,164,162,168,61,81,43,39
3296,43,53,170,4628,170,170,3540,2,3215,3215,39
3297,49,66,66,49,3,2,3,1520,2,175,39
3298,31,520,297,175,283,52,283,297,371,120,39
3299,120,9,2,49,66,66,49,2,3560,85,39
3300,497,53,53,53,53,15,72,2,104,914,39
3301,684,104,3,684,2,914,104,684,59,59,39
3302,3,59,684,4,53,203,2,1490,4259,1764,39
3303,22,1764,1764,4652,1764,37,24,20,3,213,39
3304,9,113,141,2,6,10,4,9,4,15,39
3305,492,3,77,2,264,264,80,80,264,264,39
3306,2,5,3,31,728,728,728,728,1532,2,39
3307,1532,1532,44,17,5,18,1532,180,1299,181,39
3308,40,101,181,40,40,1532,40,1532,1577,773,39
3309,49,66,49,66,66,49,49,66,3,9,39
3310,2,213,6,10,9,728,5,728,728,728,39
3311,728,728,728,5,728,5,728,728,5,728,39
3312,15,5,728,728,36,3,36,157,92,3,39
3313,173,3,170,170,36,92,3,36,73,157,39
3314,3,92,73,173,36,170,170,36,36,3,39
3315,92,36,36,293,342,36,36,3,92,170,39
3316,73,170,468,430,40,9,10,105,6,24,39
3317,37,9,66,49,2,207,15,2175,498,4244,39
3318,2270,780,492,4243,2270,3,15,2270,3,66,39
3319,49,3,9,2,207,3335,6,492,105,10,39
3320,9,9,4,9,945,945,945,945,2,9,39
3321,9,945,2,17,5,5,20,671,31,6,39
3322,3,3,5,469,469,170,469,469,469,469,39
3323,469,469,469,3,2,9,10,6,469,469,39
3324,469,469,469,469,469,469,469,469,469,469,39
3325,469,469,469,469,469,469,469,6,3,2,39
3326,469,9,9,4,945,3,9,2,469,469,39
3327,469,213,20,3,1075,1075,9,2,6,27,39
3328,10,21,9,3,4,39,39,492,77,3,39
3329,77,492,51,10,2575,6,3,124,124,17,39
3330,17,5,20,213,6,10,31,3,2,1363,39
3331,3,2,105,3,2,105,17,5,124,709,39
3332,124,124,534,124,105,124,534,124,534,124,39
3333,80,67,15,72,15,15,15,67,39,39,39
3334,37,24,647,3573,988,647,44,647,18,31,39
3335,17,21,5,27,3,30,33,9,6,10,39
3336,85,3,6,52,9,124,51,77,141,113,39
3337,51,528,528,323,4,80,72,15,15,15,39
3338,15,113,141,69,69,160,24,37,24,21,39
3339,27,3,30,10,33,6,9,39,3,6,39
3340,9,124,30,77,51,9,528,51,9,168,39
3341,182,310,162,164,81,168,162,61,81,43,39
3342,43,51,2,59,3,31,59,31,59,59,39
3343,3,5,80,59,5,246,90,118,2,67,39
3344,15,22,5,146,108,90,108,107,90,5,39
3345,17,18,22,90,44,102,108,118,3,213,39
3346,9,20,2,31,37,24,24,9,51,9,39
3347,51,244,244,66,49,66,49,66,49,9,39
3348,66,49,9,37,24,66,49,51,4,39,39
3349,2,59,3,59,346,526,2656,342,2,69,39
3350,49,49,323,3,9,2,15,72,2,2606,39
3351,2606,49,2,2,1802,31,1802,141,113,3,39
3352,9,2,9,51,9,37,24,24,9,9,39
3353,66,49,66,49,66,49,66,66,49,49,39
3354,9,49,66,9,9,51,37,24,4,2,39
3355,3,2140,104,59,175,31,2,2140,2,175,39
3356,283,283,52,297,59,3,59,346,526,2,39
3357,3,36,92,157,36,3,1837,128,15,36,39
3358,2,2,650,650,650,371,2140,650,85,497,39
3359,120,2,9,105,650,323,9,9,244,49,39
3360,49,49,49,9,49,49,49,113,141,49,39
3361,66,9,24,37,9,9,69,238,69,238,39
3362,624,238,69,2,1293,1293,66,49,9,51,39
3363,9,66,49,24,37,1293,1293,1293,1293,1293,39
3364,4,323,49,49,49,49,15,72,2,15,39
3365,27,10,21,9,3,4,6,49,66,49,39
3366,66,39,43,81,347,347,6,3,2,3,39
3367,31,2,5,371,497,120,2,105,105,120,39
3368,5,3,2,105,39,80,107,41,185,41,39
3369,52,307,72,15,15,82,41,41,185,85,39
3370,82,15,15,37,24,24,99,70,45,70,39
3371,333,45,159,284,70,186,97,156,27,21,39
3372,30,33,6,9,39,70,4,70,3,70,39
3373,45,70,70,77,230,70,45,10,6,23,39
3374,124,39,254,51,41,229,70,82,95,51,39
3375,9,64,178,5,3,15,3,64,5,15,39
3376,3,178,64,178,64,15,5,3,178,106,39
3377,259,113,64,178,64,178,2,31,2107,22,39
3378,2107,3515,22,2107,107,67,64,20,534,124,39
3379,1104,105,349,2,3,9,1279,6,10,51,39
3380,298,197,197,197,197,578,197,197,3201,197,39
3381,197,197,887,996,197,964,948,16,16,16,39
3382,16,16,16,16,16,16,16,16,16,16,39
3383,16,16,16,16,16,16,16,16,16,16,39
3384,16,16,16,16,16,16,16,16,16,16,39
3385,16,16,16,16,16,16,16,16,16,16,39
3386,16,16,16,16,16,16,16,16,16,16,39
3387,16,16,16,16,16,16,16,16,16,16,39
3388,16,16,16,16,16,16,16,16,16,16,39
3389,16,16,16,51,16,16,16,16,16,16,39
3390,16,16,16,16,16,16,16,16,16,16,39
3391,16,16,16,16,16,16,16,16,16,16,39
3392,16,16,16,16,16,16,16,16,16,16,39
3393,16,16,16,16,16,16,16,16,16,16,39
3394,16,16,16,16,16,16,16,16,16,16,39
3395,16,16,16,16,16,37,16,24,24,16,39
3396,24,16,16,16,16,16,16,16,16,16,39
3397,16,16,16,16,16,16,16,16,16,16,39
3398,16,16,16,16,16,16,16,16,16,16,39
3399,16,16,197,197,197,578,3201,197,197,964,39
3400,948,887,197,996,197,16,16,16,16,16,39
3401,197,9,113,141,16,16,614,1077,614,51,39
3402,51,43,9,51,3,945,2,945,945,3,39
3403,945,3,2,9,323,37,24,24,2,72,39
3404,3656,15,1274,945,3025,17,44,18,22,52,39
3405,5,1490,961,22,20,2,2,22,3704,2,39
3406,657,657,657,2,3,59,31,59,3,59,39
3407,2,2,1641,1641,2476,2,2476,2476,4647,2894,39
3408,2894,3,2,9,51,15,2,1575,120,683,39
3409,1337,1575,1337,1575,2,1337,120,1575,1575,80,39
3410,1885,1885,1885,1885,3,9,213,2,2,3716,39
3411,2,1924,3,1924,3,31,1924,592,486,340,39
3412,5,486,128,293,348,592,193,173,486,203,39
3413,592,645,1924,31,2,64,383,44,2245,5,39
3414,18,2245,383,17,2245,64,64,20,26,26,39
3415,26,26,26,26,26,26,26,26,26,26,39
3416,26,26,26,26,26,26,26,26,26,26,39
3417,26,26,26,26,26,3,26,26,26,26,39
3418,26,26,26,26,26,26,26,26,26,26,39
3419,213,9,2,26,26,26,26,26,26,26,39
3420,26,26,349,6,10,26,26,26,26,26,39
3421,26,26,26,26,26,26,26,26,26,26,39
3422,26,26,26,26,26,26,26,26,26,26,39
3423,26,26,26,26,26,26,26,26,26,26,39
3424,26,26,26,26,26,26,26,26,26,26,39
3425,26,26,26,26,26,26,26,26,26,26,39
3426,26,26,26,26,26,26,26,26,26,26,39
3427,26,26,26,26,26,26,26,26,26,26,39
3428,26,26,26,26,26,26,26,26,26,26,39
3429,26,26,15,26,26,26,26,26,26,26,39
3430,26,26,26,26,26,26,26,26,26,26,39
3431,26,26,26,26,26,26,26,26,26,26,39
3432,26,26,26,26,26,26,26,26,26,26,39
3433,26,26,26,26,26,26,26,26,26,26,39
3434,26,26,26,26,26,26,26,26,26,26,39
3435,26,26,26,26,26,26,26,26,26,26,39
3436,26,26,26,26,26,26,26,26,26,26,39
3437,26,26,26,26,26,26,26,26,26,26,39
3438,26,26,26,26,26,26,26,26,26,26,39
3439,26,26,26,26,26,26,26,26,26,26,39
3440,26,3,26,26,30,51,9,33,26,26,39
3441,26,26,26,26,26,26,26,26,26,26,39
3442,6,26,26,26,26,26,26,26,26,26,39
3443,26,26,26,26,26,26,26,26,26,26,39
3444,26,26,26,26,26,26,26,26,26,26,39
3445,4,26,26,26,26,26,26,26,26,26,39
3446,26,26,26,26,26,26,26,26,26,26,39
3447,26,26,26,26,26,26,26,26,26,26,39
3448,26,26,26,26,26,26,26,26,26,26,39
3449,26,26,26,26,26,26,26,26,26,26,39
3450,26,26,26,26,26,26,26,26,26,26,39
3451,26,26,26,26,26,26,26,26,26,26,39
3452,26,26,26,26,26,24,26,37,26,26,39
3453,26,26,26,26,26,26,26,26,26,26,39
3454,26,26,26,26,26,26,26,26,26,26,39
3455,26,26,26,26,26,26,26,26,26,26,39
3456,26,26,26,26,26,26,26,26,26,26,39
3457,26,26,26,26,26,26,26,26,26,26,39
3458,26,26,26,26,26,26,9,26,26,26,39
3459,26,26,26,26,26,26,26,26,26,26,39
3460,26,26,26,26,26,26,26,26,26,26,39
3461,26,26,26,26,26,26,26,26,26,26,39
3462,26,26,26,26,26,26,26,26,26,26,39
3463,26,26,26,26,26,26,26,26,26,26,39
3464,26,26,26,26,26,26,26,26,26,26,39
3465,26,26,26,26,26,26,26,26,26,26,39
3466,26,26,26,26,26,26,26,26,26,26,39
3467,26,26,26,26,26,26,26,26,26,26,39
3468,26,26,26,26,26,26,26,26,26,26,39
3469,26,26,26,26,26,26,26,26,26,26,39
3470,26,26,26,26,26,26,26,26,26,3,39
3471,51,26,30,26,33,26,6,26,9,26,39
3472,26,26,26,26,26,26,26,26,26,26,39
3473,26,26,26,26,26,26,26,26,26,26,39
3474,26,26,26,26,26,26,26,26,26,26,39
3475,26,26,26,26,26,26,26,26,26,26,39
3476,26,26,26,26,26,26,26,26,26,26,39
3477,26,26,26,26,26,26,26,26,26,26,39
3478,26,26,26,26,26,26,26,26,26,26,39
3479,26,26,26,26,26,26,26,26,26,26,39
3480,26,26,26,26,26,26,26,26,26,26,39
3481,26,26,26,26,26,26,26,26,26,26,39
3482,26,26,26,26,26,26,26,26,26,26,39
3483,26,26,26,26,26,26,26,26,26,26,39
3484,26,26,26,26,26,26,26,26,26,26,39
3485,26,26,26,26,26,26,26,26,26,26,39
3486,26,26,26,26,26,26,26,26,26,26,39
3487,26,26,141,113,26,26,26,26,26,26,39
3488,26,26,26,26,26,26,26,26,26,26,39
3489,26,26,26,26,26,26,26,26,26,26,39
3490,26,26,26,26,26,26,26,26,26,26,39
3491,26,26,26,26,26,26,26,26,26,26,39
3492,26,26,26,26,26,26,26,26,26,26,39
3493,26,26,26,26,26,26,26,26,26,26,39
3494,3,26,26,26,26,26,26,26,26,26,39
3495,26,2,26,26,26,26,26,26,26,26,39
3496,26,26,26,26,26,26,26,26,26,26,39
3497,26,26,26,26,26,26,51,26,23,26,39
3498,9,26,26,26,26,26,26,26,26,26,39
3499,26,26,26,26,26,26,26,26,26,26,39
3500,26,26,26,26,26,26,26,26,26,26,39
3501,26,26,26,26,26,26,26,26,26,26,39
3502,26,26,26,26,26,26,26,26,26,66,39
3503,49,26,66,49,26,26,66,49,26,26,39
3504,26,26,26,26,26,26,26,26,26,26,39
3505,26,26,26,26,26,26,26,26,26,26,39
3506,26,26,26,26,26,26,26,26,26,26,39
3507,26,26,26,26,26,26,26,26,26,26,39
3508,26,26,26,26,26,26,26,26,26,26,39
3509,26,26,26,26,26,26,26,26,26,26,39
3510,9,26,26,26,2,36,413,3,92,3,39
3511,36,413,157,44,178,3,17,18,3,15,39
3512,5,36,92,3,36,157,5,782,80,3,39
3513,36,92,36,203,51,92,3,36,36,36,39
3514,3,92,36,2,26,26,26,26,26,26,39
3515,26,26,26,26,26,26,105,66,49,9,39
3516,175,2,283,175,52,283,297,2,130,22,39
3517,494,130,52,383,5,53,1041,44,44,3,39
3518,53,18,22,2,67,17,5,226,1521,2,39
3519,520,943,1521,2,1521,3,106,520,237,283,39
3520,113,259,298,106,173,625,173,371,1521,1521,39
3521,85,497,20,120,22,3,9,2,10,6,39
3522,4,49,66,49,66,49,66,66,49,66,39
3523,49,49,66,51,26,26,26,26,26,26,39
3524,26,26,26,26,26,26,26,26,26,26,39
3525,26,26,323,37,24,238,69,51,9,1521,39
3526,53,106,238,69,51,24,37,9,49,66,39
3527,93,93,93,93,93,93,93,93,141,113,39
3528,49,66,51,66,49,66,66,49,106,15,39
3529,72,2,2,49,69,520,2,175,175,297,39
3530,2,2790,2790,2,843,2,843,843,1194,175,39
3531,2,175,297,2,36,3,92,36,157,2,39
3532,2492,3,3,2492,44,4245,290,2,22,18,39
3533,17,3011,127,127,3011,5,22,2492,20,120,39
3534,3,9,22,2,105,10,6,3496,2204,531,39
3535,446,531,52,15,531,342,219,323,531,531,39
3536,446,2204,446,531,106,1035,813,173,2309,245,39
3537,2204,531,446,531,214,87,446,37,24,24,39
3538,446,531,531,446,531,446,531,87,446,214,39
3539,446,531,15,446,193,128,3050,15,10,531,39
3540,446,531,446,531,446,446,446,531,446,531,39
3541,531,446,6,2,3711,2022,2022,2022,2022,446,39
3542,531,2961,36,2,92,3,157,531,446,446,39
3543,446,531,446,446,342,446,531,446,446,531,39
3544,531,446,446,446,446,531,3,2,9,446,39
3545,531,446,446,105,3,2533,2,2533,2533,3721,39
3546,4589,1812,1228,2741,5,1228,1812,1228,1228,87,39
3547,214,1228,2741,44,1812,18,1812,1228,17,1228,39
3548,67,5,51,20,3,2,9,1228,10,6,39
3549,9,51,3,2,3,15,3,323,9,10,39
3550,27,4,124,21,51,60,60,544,21,27,39
3551,30,33,6,9,10,3,124,51,39,77,39
3552,33,39,51,2,3,6,51,9,81,43,39
3553,43,51,753,101,1576,17,5,17,5,213,39
3554,42,91,35,29,96,40,17,1581,22,1581,39
3555,1581,1581,9,2,3,13,38,323,19,1581,39
3556,627,42,112,1298,1298,29,2,2,9,2,39
3557,9,3,2,9,10,6,9,9,6,9,39
3558,4,17,5,17,5,17,5,5,46,564,39
3559,20,22,3,9,149,1551,30,124,51,6,39
3560,13,27,124,21,10,3,6,4,39,39,39
3561,67,80,67,576,37,24,24,67,528,528,39
3562,528,85,52,528,210,15,72,2,951,951,39
3563,3040,1469,1469,951,1469,1469,213,3,6,2,39
3564,2,31,59,3,59,2,3,2861,480,2861,39
3565,59,5,59,15,36,2,413,36,413,3,39
3566,92,157,3,85,15,85,3,157,36,36,39
3567,92,3,80,782,36,3,3,36,92,453,39
3568,3,2,213,105,81,182,310,162,168,164,39
3569,168,162,61,81,43,24,37,69,160,69,39
3570,3,2,3,2,238,238,69,238,69,69,39
3571,238,238,624,69,69,24,37,24,244,37,39
3572,24,24,66,49,66,49,49,66,3,72,39
3573,15,175,2,31,520,283,175,52,283,297,39
3574,283,371,120,3,2,37,24,80,72,15,39
3575,610,2,654,355,654,2366,910,355,15,556,39
3576,682,747,556,610,175,520,2,52,175,520,39
3577,297,52,85,497,371,120,175,120,2,297,39
3578,175,3,31,24,37,2,157,92,120,3,39
3579,36,36,3,219,3050,85,157,92,3,36,39
3580,3,4418,120,66,49,66,66,49,49,105,39
3581,37,24,24,210,244,244,244,43,244,244,39
3582,244,244,244,2,175,2,80,31,297,2028,39
3583,31,1245,2028,1245,80,2028,2803,2803,2309,106,39
3584,113,259,173,2028,244,120,2679,175,2,175,39
3585,297,297,24,37,24,120,244,244,3,2,39
3586,2461,2,2461,3464,2461,2,1535,72,15,4186,39
3587,130,22,3,1535,44,53,18,15,1535,17,39
3588,52,1535,170,170,219,1535,5,67,22,5,39
3589,107,1535,346,20,244,244,31,244,10,6,39
3590,244,244,3,2,49,66,66,49,53,24,39
3591,37,92,157,120,36,3,3,92,157,36,39
3592,36,3,36,105,15,15,21,27,30,2,39
3593,33,6,21,3,10,27,9,4,39,39,39
3594,67,80,72,15,15,15,15,67,37,24,39
3595,27,21,30,3,6,10,33,9,3,9,39
3596,124,6,77,30,85,52,51,26,26,26,39
3597,26,26,26,26,26,26,9,51,9,66,39
3598,49,51,66,49,66,2,2,1526,85,488,39
3599,488,15,488,52,67,488,107,52,2322,488,39
3600,488,488,488,488,46,2321,20,20,1328,2814,39
3601,107,1328,22,1328,44,18,1428,22,17,1328,39
3602,5,2814,5,1428,52,3,15,1428,1328,20,39
3603,2709,2709,403,22,149,3,2,51,2,36,39
3604,36,36,120,3,92,3,36,157,52,36,39
3605,36,37,24,24,671,2,3,59,31,3,39
3606,31,59,2,480,59,59,5,59,1328,18,39
3607,17,106,5,106,625,259,113,128,1328,52,39
3608,251,52,1429,1429,866,20,31,10,9,105,39
3609,2,2,586,44,2,586,2,18,560,586,39
3610,17,5,560,5,22,18,17,22,560,113,39
3611,259,5,586,560,586,20,560,9,46,22,39
3612,149,46,2,46,46,9,51,46,46,46,39
3613,46,46,51,46,46,46,46,51,46,2,39
3614,1859,4390,2971,2972,2971,1859,2972,1859,106,245,39
3615,1859,4759,5,22,17,18,36,413,3,157,39
3616,92,413,36,3,36,3,36,92,3,782,39
3617,80,36,36,3,92,36,3,20,46,36,39
3618,3,36,92,3,2,59,59,3,480,59,39
3619,22,46,213,6,10,46,105,3,2,9,39
3620,2,36,3,92,36,92,3,36,3,36,39
3621,46,36,3,36,92,3,36,92,3,3,39
